date,open,low,high,close,volume
2016-01-04,33.880001068115234,33.459999084472656,34.0099983215332,32.42996597290039,27882200
2016-01-05,33.959999084472656,33.529998779296875,34.0,32.277305603027344,16709500
2016-01-06,33.25,32.79999923706055,33.52000045776367,31.56173324584961,25491300
2016-01-07,32.279998779296875,31.84000015258789,33.0099983215332,30.378643035888672,37680500
2016-01-08,32.09000015258789,31.43000030517578,32.220001220703125,30.063785552978516,29953800
2016-01-11,31.809999465942383,31.68000030517578,32.220001220703125,30.588546752929688,27732400
2016-01-12,32.7599983215332,32.27000045776367,32.88999938964844,31.180091857910156,28587700
2016-01-13,32.7599983215332,31.829999923706055,32.93000030517578,30.445430755615234,34445700
2016-01-14,31.969999313354492,31.799999237060547,32.869998931884766,31.23733901977539,48728200
2016-01-15,29.729999542236328,29.450000762939453,30.5,28.394107818603516,75768000
2016-01-19,29.979999542236328,29.479999542236328,30.059999465942383,28.432270050048828,28878100
2016-01-20,29.350000381469727,29.209999084472656,29.8700008392334,28.231908798217773,39598200
2016-01-21,29.649999618530273,29.239999771118164,30.030000686645508,28.298694610595703,30157400
2016-01-22,30.1200008392334,29.510000228881836,30.239999771118164,28.556306838989258,25326500
2016-01-25,29.989999771118164,29.56999969482422,30.219999313354492,28.2414493560791,26441000
2016-01-26,29.610000610351562,29.610000610351562,30.049999237060547,28.565845489501953,24754900
2016-01-27,29.8799991607666,29.639999389648438,30.219999313354492,28.44181251525879,26384100
2016-01-28,30.020000457763672,29.75,30.18000030517578,28.59446907043457,22028100
2016-01-29,30.209999084472656,30.100000381469727,31.030000686645508,29.59627914428711,38311400
2016-02-01,30.719999313354492,30.639999389648438,31.1200008392334,29.40545654296875,19015100
2016-02-02,30.450000762939453,29.6299991607666,30.489999771118164,28.432270050048828,24994300
2016-02-03,29.719999313354492,28.520000457763672,29.719999313354492,28.239770889282227,44660100
2016-02-04,29.139999389648438,29.110000610351562,29.8799991607666,28.65364646911621,29257800
2016-02-05,29.579999923706055,28.90999984741211,29.760000228881836,27.951021194458008,27957500
2016-02-08,28.739999771118164,28.299999237060547,28.979999542236328,27.73927116394043,28725900
2016-02-09,28.489999771118164,28.40999984741211,29.149999618530273,27.729642868041992,22902600
2016-02-10,28.8799991607666,28.190000534057617,29.0,27.171396255493164,27267800
2016-02-11,27.829999923706055,27.68000030517578,28.40999984741211,27.16176986694336,28450200
2016-02-12,28.56999969482422,28.139999389648438,28.700000762939453,27.566017150878906,19699000
2016-02-16,28.75,28.360000610351562,28.950000762939453,27.700773239135742,30705200
2016-02-17,28.860000610351562,28.729999542236328,29.6200008392334,28.36489486694336,27691700
2016-02-18,29.530000686645508,29.3799991607666,29.760000228881836,28.316770553588867,20623300
2016-02-19,29.200000762939453,28.709999084472656,29.329999923706055,27.633394241333008,42056700
2016-02-22,29.110000610351562,29.0,29.540000915527344,28.2493953704834,23893100
2016-02-23,29.299999237060547,28.600000381469727,29.350000381469727,27.720020294189453,26638200
2016-02-24,28.520000457763672,28.3799991607666,29.299999237060547,28.095396041870117,21593600
2016-02-25,29.31999969482422,28.950000762939453,29.6200008392334,28.50926971435547,17571400
2016-02-26,29.8799991607666,29.700000762939453,30.079999923706055,28.68252182006836,19902200
2016-02-29,29.719999313354492,29.579999923706055,30.139999389648438,28.480396270751953,22903100
2016-03-01,29.93000030517578,29.75,30.530000686645508,29.23114776611328,25502600
2016-03-02,30.299999237060547,30.1200008392334,30.8700008392334,29.394773483276367,23779800
2016-03-03,31.1299991607666,30.540000915527344,31.350000381469727,29.433271408081055,25625200
2016-03-04,30.5,30.049999237060547,30.860000610351562,29.481395721435547,20356800
2016-03-07,30.59000015258789,30.5,31.1200008392334,29.77977180480957,18858200
2016-03-08,30.829999923706055,30.3799991607666,30.8799991607666,29.41402244567871,19104900
2016-03-09,30.829999923706055,30.670000076293945,31.040000915527344,29.712400436401367,14707800
2016-03-10,31.139999389648438,30.3799991607666,31.399999618530273,30.07814598083496,29584800
2016-03-11,31.670000076293945,31.530000686645508,31.790000915527344,30.56902313232422,22811200
2016-03-14,31.65999984741211,31.299999237060547,31.690000534057617,30.25139617919922,17438600
2016-03-15,31.34000015258789,31.059999465942383,31.649999618530273,30.46314811706543,16927700
2016-03-16,31.489999771118164,31.170000076293945,31.799999237060547,30.50164794921875,26298400
2016-03-17,31.760000228881836,31.700000762939453,32.16999816894531,30.780773162841797,22865300
2016-03-18,32.15999984741211,32.060001373291016,32.689998626708984,31.45452117919922,49934200
2016-03-21,32.22999954223633,31.950000762939453,32.41999816894531,31.127273559570312,21760900
2016-03-22,32.15999984741211,31.950000762939453,32.459999084472656,31.108022689819336,22200400
2016-03-23,32.470001220703125,31.979999542236328,32.470001220703125,30.800024032592773,18765300
2016-03-24,31.8700008392334,31.700000762939453,31.950000762939453,30.684520721435547,14211900
2016-03-28,31.8700008392334,31.6200008392334,32.0,30.703773498535156,11433000
2016-03-29,31.93000030517578,31.729999542236328,32.439998626708984,31.165775299072266,15313200
2016-03-30,32.45000076293945,32.290000915527344,32.75,31.4833984375,16598000
2016-03-31,32.529998779296875,32.31999969482422,32.65999984741211,31.13689613342285,17880000
2016-04-01,32.27000045776367,32.099998474121094,32.470001220703125,31.233150482177734,18049700
2016-04-04,32.20000076293945,31.739999771118164,32.380001068115234,30.800024032592773,21581600
2016-04-05,31.889999389648438,31.719999313354492,32.119998931884766,30.703773498535156,20080000
2016-04-06,31.969999313354492,31.770000457763672,32.22999954223633,30.877023696899414,15740600
2016-04-07,31.889999389648438,31.350000381469727,31.899999618530273,30.36689567565918,23738200
2016-04-08,31.760000228881836,31.479999542236328,32.02000045776367,30.443897247314453,17031900
2016-04-11,31.899999618530273,31.65999984741211,32.34000015258789,30.482397079467773,19707700
2016-04-12,31.8799991607666,31.3799991607666,31.940000534057617,30.665273666381836,16774200
2016-04-13,31.969999313354492,31.950000762939453,32.18000030517578,30.92514991760254,19968100
2016-04-14,31.780000686645508,31.549999237060547,31.889999389648438,30.607521057128906,21620900
2016-04-15,31.790000915527344,31.3799991607666,31.889999389648438,30.2802734375,28782800
2016-04-18,31.43000030517578,31.3799991607666,31.719999313354492,30.46314811706543,21516600
2016-04-19,31.700000762939453,31.399999618530273,31.809999465942383,30.415021896362305,33619300
2016-04-20,31.31999969482422,31.25,32.2599983215332,30.800024032592773,57629800
2016-04-21,31.940000534057617,31.809999465942383,32.060001373291016,30.771146774291992,28431400
2016-04-22,31.739999771118164,31.219999313354492,31.860000610351562,30.453521728515625,29625600
2016-04-25,31.360000610351562,31.200000762939453,31.5,30.21289825439453,19315700
2016-04-26,31.389999389648438,31.170000076293945,31.700000762939453,30.22252082824707,20976400
2016-04-27,31.25,31.190000534057617,31.799999237060547,30.559396743774414,20006200
2016-04-28,31.450000762939453,31.030000686645508,31.709999084472656,29.943397521972656,25146400
2016-04-29,30.860000610351562,30.100000381469727,30.8700008392334,29.14452362060547,36443700
2016-05-02,30.450000762939453,30.360000610351562,30.690000534057617,29.462148666381836,21086600
2016-05-03,30.40999984741211,30.09000015258789,30.559999465942383,29.221521377563477,27111100
2016-05-04,30.170000076293945,29.700000762939453,30.209999084472656,28.978816986083984,23278800
2016-05-05,29.8700008392334,29.75,30.020000457763672,29.027359008789062,23393300
2016-05-06,29.610000610351562,29.520000457763672,30.110000610351562,29.163272857666016,19594200
2016-05-09,30.079999923706055,29.760000228881836,30.170000076293945,28.930274963378906,16888300
2016-05-10,30.0,29.81999969482422,30.18000030517578,29.260351181030273,17013800
2016-05-11,30.15999984741211,29.969999313354492,30.25,29.182687759399414,15754200
2016-05-12,30.110000610351562,29.56999969482422,30.239999771118164,28.891443252563477,20826700
2016-05-13,29.860000610351562,29.84000015258789,30.200000762939453,29.037067413330078,19999600
2016-05-16,29.899999618530273,29.8799991607666,30.559999465942383,29.503055572509766,21826100
2016-05-17,30.56999969482422,29.860000610351562,30.56999969482422,29.105022430419922,25709900
2016-05-18,30.030000686645508,29.780000686645508,30.25,29.114730834960938,22469900
